EquipID,System,EquipType,Point Name,Descriptor,Function,Point Type,Engineering Units,Slope,Intercept,Sensor Type,COV Trend,Collection,Panel Samples,PC Samples,COV Limit,Trend Interval 1,Collection 1,Panel Samples 1,PC Days 1,Trend Interval 2,Collection 2,Panel Samples 2,PC Days 2,Trend Interval 3,Collection 3,Panel Samples 3,PC Days 3,Trend Interval 4,Collection 4,Panel Samples 4,PC Days 4,EquipRef,Display Mode,BLN Type,BLN Sys Name,Node Identifer,Device Sys Name,BACnet Object type,BACnet Object Instance,BACnet Object Name,BACnet Device Instance,Address Type DHCP?,IP address,UDP port,BACnet network,MSTP Address,MSTP network,Apogee Pt type,Virtual,IP Port,Insight Node Number,FLN Device Sys Name,LocalRef,AppInstanceID,Medium,Memo
vav.195,Air Distribution,VAV Box,BSHC.VAV.195:ROOM TEMP,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.195:ROOM TEMP,1770162,Static,10.27.72.11,47808,1,BACD:62,17701,LAI,NO,5033,100000,BSHC.VAV.195,,,,
vav.195,Air Distribution,VAV Box,BSHC.VAV.195:STPT DIAL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.195:STPT DIAL,1770162,Static,10.27.72.11,47808,1,BACD:62,17701,LDO,NO,5033,100000,BSHC.VAV.195,,,,
vav.195,Air Distribution,VAV Box,BSHC.VAV.195:WALL SWITCH,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.195:WALL SWITCH,1770162,Static,10.27.72.11,47808,1,BACD:62,17701,LDO,NO,5033,100000,BSHC.VAV.195,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:AIR VOLUME,,Terminal Unit Airflow,LAI,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.201:AIR VOLUME,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAI,NO,5033,100000,BSHC.VAV.201,,,VAV Box Air Volume,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:AUX TEMP AI3,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.201:AUX TEMP AI3,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAI,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:CAL AIR,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.201:CAL AIR,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LDO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:CHK OUT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.201:CHK OUT,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LDO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:CHK STATUS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:CHK STATUS,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:CLG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:CLG MAX,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:CLG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:CLG MIN,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:CLG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:CLG LOOPOUT,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:CTL MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:CTL MAX,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:CTL STPT,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:CTL STPT,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:CTL TEMP,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:CTL TEMP,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:CTLR ADDRESS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:CTLR ADDRESS,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:DAY.NGT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.201:DAY.NGT,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LDO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:DI 2,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.201:DI 2,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LDI,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:DI 3,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.201:DI 3,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LDI,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:DMPR COMD,,Terminal Unit Damper Command,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:DMPR COMD,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,VAV Box Damper Command,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:DMPR POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:DMPR POS,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:DO 5,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.201:DO 5,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LDO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:DUCT AREA,,,LAO,ft2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:DUCT AREA,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:FLOW COEFF,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:FLOW COEFF,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:FLOW STPT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:FLOW STPT,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:HEAT.COOL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.201:HEAT.COOL,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LDO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:HTG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:HTG MAX,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:HTG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:HTG MIN,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:HTG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:HTG LOOPOUT,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:MTR SETUP,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:MTR SETUP,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:NGT OVRD,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.201:NGT OVRD,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LDO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:RM STPT DIAL,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.201:RM STPT DIAL,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAI,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:RM STPT MAX,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:RM STPT MAX,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:RM STPT MIN,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:RM STPT MIN,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:ROOM TEMP,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.201:ROOM TEMP,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAI,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:STPT DIAL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.201:STPT DIAL,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LDO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:VLV1 COMD,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:VLV1 COMD,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.201,Air Distribution,VAV Box,BSHC.VAV.201:VLV1 POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.201:VLV1 POS,1770138,Static,10.27.72.11,47808,1,BACD:38,17701,LAO,NO,5033,100000,BSHC.VAV.201,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:AIR VOLUME,,Terminal Unit Airflow,LAI,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.207:AIR VOLUME,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAI,NO,5033,100000,BSHC.VAV.207,,,VAV Box Air Volume,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:AUX TEMP AI3,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.207:AUX TEMP AI3,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAI,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:CAL AIR,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.207:CAL AIR,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LDO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:CHK OUT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.207:CHK OUT,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LDO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:CHK STATUS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:CHK STATUS,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:CLG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:CLG MAX,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:CLG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:CLG MIN,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:CLG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:CLG LOOPOUT,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:CTL MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:CTL MAX,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:CTL STPT,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:CTL STPT,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:CTL TEMP,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:CTL TEMP,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:CTLR ADDRESS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:CTLR ADDRESS,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:DAY.NGT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.207:DAY.NGT,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LDO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:DI 2,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.207:DI 2,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LDI,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:DI 3,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.207:DI 3,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LDI,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:DMPR COMD,,Terminal Unit Damper Command,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:DMPR COMD,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,VAV Box Damper Command,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:DMPR POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:DMPR POS,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:DO 5,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.207:DO 5,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LDO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:DUCT AREA,,,LAO,ft2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:DUCT AREA,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:FLOW COEFF,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:FLOW COEFF,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:FLOW STPT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:FLOW STPT,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:HEAT.COOL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.207:HEAT.COOL,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LDO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:HTG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:HTG MAX,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:HTG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:HTG MIN,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:HTG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:HTG LOOPOUT,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:MTR SETUP,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:MTR SETUP,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:NGT OVRD,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.207:NGT OVRD,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LDO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:RM STPT DIAL,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.207:RM STPT DIAL,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAI,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:RM STPT MAX,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:RM STPT MAX,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:RM STPT MIN,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:RM STPT MIN,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:ROOM TEMP,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.207:ROOM TEMP,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAI,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:STPT DIAL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.207:STPT DIAL,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LDO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:VLV1 COMD,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:VLV1 COMD,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207,Air Distribution,VAV Box,BSHC.VAV.207:VLV1 POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.207:VLV1 POS,1770139,Static,10.27.72.11,47808,1,BACD:39,17701,LAO,NO,5033,100000,BSHC.VAV.207,,,,
vav.207cr,Air Distribution,VAV Box,BSHC.VAV.207CR:AIR VOLUME,,Terminal Unit Airflow,LAI,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.207CR:AIR VOLUME,1770154,Static,10.27.72.11,47808,1,BACD:54,17701,LAI,NO,5033,100000,BSHC.VAV.207CR,,,VAV Box Air Volume,
